LOCATION NUMBER OF DEBTOR|INFOUSA CONTACT NAME|CONTACT TITLE CODE|CONTACT TITLE CODE DESCRIPTION|IUSA COMPANY NAME|IUSA MAILING ADDRESS|IUSA MAIL CITY NAME|IUSA MAIL STATE ABBREV|IUSA MAIL ZIP|IUSA MAIL ZIP4|IUSA MAIL ZIP MERGE|IUSA MAIL CRCODE|IUSA MAIL STATE CODE|IUSA MAIL COUNTY CODE|IUSA COUNTY DESC|MSA CODE|MSA DESCRIPTION|IUSA CENSUS TRACT|IUSA BLOCK GROUP|IUSA LATITUDE|IUSA LONGITUDE|GEOCODING LEVEL CODE|IUSA PHONE NUMBER|FAXNUMO|PRIMARY SIC CODE|PRIMARY SIC DESC|SEC SIC CODE 1|SEC SIC DESC 1|SEC SIC CODE 2|SEC SIC DESC 2|SEC SIC CODE 3|SEC SIC DESC 3|SEC SIC CODE 4|SEC SIC DESC 4|NAICS CODE|NAICS DESCRIPTION|LOC EMP SIZE CODE|LOC EMP SIZE DESC|ACTUAL LOCATION EMPLOYEE SIZE|LOC SALES VOLUME CODE|LOCATION SALES VOL DESC|ACTUAL LOCATION SALES VOLUME|IUSA SUBSIDIARY ID|IUSA PARENT ID|BUSINESS STATUS CODE|YEAR FIRST APPEARED IN YP|BUS CREDIT SCORE CODE|BUSINESS CREDIT SCORE CODE|BUSINESS CREDIT SCORE (ACTUAL)|WORK AT HOME INDICATOR|OWN-LEASE CODE|SQUARE FOOTAGE CODE|WEB ADDRESS - URL|COLLATERAL TYPE|COLLATERAL TYPE DESC|CORP OR IND|DAY ADDED TO UCC DB|MONTH ADDED TO UCC DB|YEAR ADDED TO UCC DB|RECEIVED DAY|RECEIVED MONTH|RECEIVED YEAR|DELIVERABILITY SCORE|DELIVERY POINT BARCODE|EXP DAY|EXP MONTH|EXP YEAR|FILING DAY|FILING MONTH|FILING YEAR|FILING STATE|FILING STATUS|FILING STATUS DESC|FILING TYPE CODE|FILING TYPE DESC|ORIGINAL FILING ID|PARTY TYPE CODE|SOURCE FILING ID|SEC PARTY NAME|SECURED PARTY ADDRESS|SECURED PARTY CITY|SEC PARTY STATE|SECURED PARTY ZIP|SECURED PARTY ZIP4|match code|Key Code 1
525120721|CARL TOWNSEND JR|1|OWNER|INSERVICE AMERICA|129 VISTA CENTRE DR|FOREST|VA|24551|2780|24551-2780|R012|51|019|BEDFORD|||030103|2||||434-316-7400|434-316-7407|874213|MARKETING PROGRAMS & SERVICES|481302|TELECOMMUNICATIONS SERVICES|||||||54161303|MARKETING CONSULTING SERVICES|G|250-499|00350|H|$50-100 MILLION|000085145|||9|1999|A|90 TO 94|091||O|D|INSERVICEAMERICA.COM|OT|OTHER|C|12|07|2010|12|07|2010|2D|998|00|00|0000|21|01|2004|VA||UNKNOWN|A1|ORIGINAL|04012172687|D|04012172687|DELL FINANCIAL SVC L P|12234 N INTERSTATE 35 STE B|AUSTIN|TX|78753|1725|T|
525120721|CARL TOWNSEND JR|1|OWNER|INSERVICE AMERICA|129 VISTA CENTRE DR|FOREST|VA|24551|2780|24551-2780|R012|51|019|BEDFORD|||030103|2||||434-316-7400|434-316-7407|874213|MARKETING PROGRAMS & SERVICES|481302|TELECOMMUNICATIONS SERVICES|||||||54161303|MARKETING CONSULTING SERVICES|G|250-499|00350|H|$50-100 MILLION|000085145|||9|1999|A|90 TO 94|091||O|D|INSERVICEAMERICA.COM|OT|OTHER|C|12|07|2010|12|07|2010|2D|998|00|00|0000|21|01|2003|VA||UNKNOWN|A1|ORIGINAL|03012173067|D|03012173067|IBM CREDIT LLC|1 NORTH CASTLE DR|ARMONK|NY|10504|1725|T|
525120721|CARL TOWNSEND JR|1|OWNER|INSERVICE AMERICA|129 VISTA CENTRE DR|FOREST|VA|24551|2780|24551-2780|R012|51|019|BEDFORD|||030103|2||||434-316-7400|434-316-7407|874213|MARKETING PROGRAMS & SERVICES|481302|TELECOMMUNICATIONS SERVICES|||||||54161303|MARKETING CONSULTING SERVICES|G|250-499|00350|H|$50-100 MILLION|000085145|||9|1999|A|90 TO 94|091||O|D|INSERVICEAMERICA.COM|OT|OTHER|C|12|07|2010|12|07|2010|2D|998|00|00|0000|22|10|2004|VA||UNKNOWN|A1|ORIGINAL|04102271016|D|04102271016|DELL FINANCIAL SVC L P|12234 N INTERSTATE 35 STE B|AUSTIN|TX|78753|1725|T|
525120721|CARL TOWNSEND JR|1|OWNER|INSERVICE AMERICA|129 VISTA CENTRE DR|FOREST|VA|24551|2780|24551-2780|R012|51|019|BEDFORD|||030103|2||||434-316-7400|434-316-7407|874213|MARKETING PROGRAMS & SERVICES|481302|TELECOMMUNICATIONS SERVICES|||||||54161303|MARKETING CONSULTING SERVICES|G|250-499|00350|H|$50-100 MILLION|000085145|||9|1999|A|90 TO 94|091||O|D|INSERVICEAMERICA.COM|UN|UNSPECIFIED|C|12|07|2010|12|07|2010|2D|998|00|00|0000|17|07|2006|VA||UNKNOWN|A1|ORIGINAL|06071770298|D|06071770298|AMERICAN BIBLE SOCIETY|1865 BROADWAY|NEW YORK|NY|10023|7503|T|
525120721|CARL TOWNSEND JR|1|OWNER|INSERVICE AMERICA|129 VISTA CENTRE DR|FOREST|VA|24551|2780|24551-2780|R012|51|019|BEDFORD|||030103|2||||434-316-7400|434-316-7407|874213|MARKETING PROGRAMS & SERVICES|481302|TELECOMMUNICATIONS SERVICES|||||||54161303|MARKETING CONSULTING SERVICES|G|250-499|00350|H|$50-100 MILLION|000085145|||9|1999|A|90 TO 94|091||O|D|INSERVICEAMERICA.COM|OT|OTHER|C|12|07|2010|12|07|2010|2D|998|00|00|0000|11|02|2004|VA||UNKNOWN|A1|ORIGINAL|04021171650|D|04021171650|CSC LEASING CO|6800 PARAGON PL STE 525|RICHMOND|VA|23230|1657|T|
525120721|CARL TOWNSEND JR|1|OWNER|INSERVICE AMERICA|129 VISTA CENTRE DR|FOREST|VA|24551|2780|24551-2780|R012|51|019|BEDFORD|||030103|2||||434-316-7400|434-316-7407|874213|MARKETING PROGRAMS & SERVICES|481302|TELECOMMUNICATIONS SERVICES|||||||54161303|MARKETING CONSULTING SERVICES|G|250-499|00350|H|$50-100 MILLION|000085145|||9|1999|A|90 TO 94|091||O|D|INSERVICEAMERICA.COM|OT|OTHER|C|12|07|2010|12|07|2010|2D|998|00|00|0000|19|06|2007|VA||UNKNOWN|A1|ORIGINAL|07061972361|D|07061972361|IBM CREDIT LLC|1 NORTH CASTLE DR|ARMONK|NY|10504|1725|T|
525120721|CARL TOWNSEND JR|1|OWNER|INSERVICE AMERICA|129 VISTA CENTRE DR|FOREST|VA|24551|2780|24551-2780|R012|51|019|BEDFORD|||030103|2||||434-316-7400|434-316-7407|874213|MARKETING PROGRAMS & SERVICES|481302|TELECOMMUNICATIONS SERVICES|||||||54161303|MARKETING CONSULTING SERVICES|G|250-499|00350|H|$50-100 MILLION|000085145|||9|1999|A|90 TO 94|091||O|D|INSERVICEAMERICA.COM|OT|OTHER|C|12|07|2010|12|07|2010|2D|998|00|00|0000|03|03|2008|VA||UNKNOWN|A1|ORIGINAL|08030373277|D|08030373277|TEXTRON FINANCIAL CORP|4949 MEADOWS RD STE 500|LAKE OSWEGO|OR|97035|3161|T|
525120721|CARL TOWNSEND JR|1|OWNER|INSERVICE AMERICA|129 VISTA CENTRE DR|FOREST|VA|24551|2780|24551-2780|R012|51|019|BEDFORD|||030103|2||||434-316-7400|434-316-7407|874213|MARKETING PROGRAMS & SERVICES|481302|TELECOMMUNICATIONS SERVICES|||||||54161303|MARKETING CONSULTING SERVICES|G|250-499|00350|H|$50-100 MILLION|000085145|||9|1999|A|90 TO 94|091||O|D|INSERVICEAMERICA.COM|||C|14|01|2011|14|01|2011|2D|998|00|00|0000|10|09|2010|VA||UNKNOWN|C1|CONTINUATION|05101173867|D|10091039190|DELL FINANCIAL SVC L P|12234 N IH-35|AUSTIN|TX|78753|0000|T|
525120721|CARL TOWNSEND JR|1|OWNER|INSERVICE AMERICA|129 VISTA CENTRE DR|FOREST|VA|24551|2780|24551-2780|R012|51|019|BEDFORD|||030103|2||||434-316-7400|434-316-7407|874213|MARKETING PROGRAMS & SERVICES|481302|TELECOMMUNICATIONS SERVICES|||||||54161303|MARKETING CONSULTING SERVICES|G|250-499|00350|H|$50-100 MILLION|000085145|||9|1999|A|90 TO 94|091||O|D|INSERVICEAMERICA.COM|OT|OTHER|C|12|07|2010|12|07|2010|2D|998|00|00|0000|30|11|2007|VA||UNKNOWN|A1|ORIGINAL|07113071554|D|07113071554|IBM CREDIT LLC|1 NORTH CASTLE DR|ARMONK|NY|10504|1725|T|
003356342|JAMES K HUTZLER JR|1|OWNER|HUTZLER MUSIC INC|1774 WINCHESTER AVE|MARTINSBURG|WV|25405|7508|25405-7508|C011|54|003|BERKELEY|||971900|5||||304-267-6951|304-263-1569|596201|VENDING MACHINES|||||||||45421005|VENDING MACHINE OPERATORS|A|1-4|00002|A|LESS THAN $500,000|000000283|||9|1984|B|80 TO 84|081|||B||AR|ACCOUNTS RECEIVABLE|C|07|07|2011|07|07|2011|2D|992|00|00|0000|21|03|2011|WV||UNKNOWN|A1|ORIGINAL|201138402635|D|201138402635|CENTRA BANK INC|450 FOXCROFT AVE|MARTINSBURG|WV|25401|5316|L|
003356342|JAMES K HUTZLER JR|1|OWNER|HUTZLER MUSIC INC|1774 WINCHESTER AVE|MARTINSBURG|WV|25405|7508|25405-7508|C011|54|003|BERKELEY|||971900|5||||304-267-6951|304-263-1569|596201|VENDING MACHINES|||||||||45421005|VENDING MACHINE OPERATORS|A|1-4|00002|A|LESS THAN $500,000|000000283|||9|1984|B|80 TO 84|081|||B||UN|UNSPECIFIED|C|19|08|2010|19|08|2010|2D|992|00|00|0000|27|05|2010|WV||UNKNOWN|A1|ORIGINAL|201038296119|D|201038296119|FIRESTONE FINANCIAL CORP|27 CHRISTINA ST|NEWTON HIGHLANDS|MA|02461|1955|T|
003356342|JAMES K HUTZLER JR|1|OWNER|HUTZLER MUSIC INC|1774 WINCHESTER AVE|MARTINSBURG|WV|25405|7508|25405-7508|C011|54|003|BERKELEY|||971900|5||||304-267-6951|304-263-1569|596201|VENDING MACHINES|||||||||45421005|VENDING MACHINE OPERATORS|A|1-4|00002|A|LESS THAN $500,000|000000283|||9|1984|B|80 TO 84|081|||B||UN|UNSPECIFIED|C|06|01|2012|06|01|2012|2D|992|00|00|0000|29|09|2011|WV||UNKNOWN|A1|ORIGINAL|201138482506|D|201138482506|FIRESTONE FINANCIAL CORP|27 CHRISTINA ST|NEWTON HIGHLANDS|MA|02461|1955|T|
003356342|JAMES K HUTZLER JR|1|OWNER|HUTZLER MUSIC INC|1774 WINCHESTER AVE|MARTINSBURG|WV|25405|7508|25405-7508|C011|54|003|BERKELEY|||971900|5||||304-267-6951|304-263-1569|596201|VENDING MACHINES|||||||||45421005|VENDING MACHINE OPERATORS|A|1-4|00002|A|LESS THAN $500,000|000000283|||9|1984|B|80 TO 84|081|||B||UN|UNSPECIFIED|C|07|07|2011|07|07|2011|2D|992|00|00|0000|15|03|2011|WV||UNKNOWN|A1|ORIGINAL|201138400035|D|201138400035|FIRESTONE FINANCIAL CORP|27 CHRISTINA ST|NEWTON HIGHLANDS|MA|02461|1955|T|
003356342|JAMES K HUTZLER JR|1|OWNER|HUTZLER MUSIC INC|1774 WINCHESTER AVE|MARTINSBURG|WV|25405|7508|25405-7508|C011|54|003|BERKELEY|||971900|5||||304-267-6951|304-263-1569|596201|VENDING MACHINES|||||||||45421005|VENDING MACHINE OPERATORS|A|1-4|00002|A|LESS THAN $500,000|000000283|||9|1984|B|80 TO 84|081|||B||OT|OTHER|C|11|04|2011|11|04|2011|2D|992|00|00|0000|29|12|2010|WV||UNKNOWN|A1|ORIGINAL|201038375574|D|201038375574|FIRESTONE FINANCIAL CORP|27 CHRISTINA ST|NEWTON HIGHLANDS|MA|02461|1955|T|
003356342|JAMES K HUTZLER JR|1|OWNER|HUTZLER MUSIC INC|1774 WINCHESTER AVE|MARTINSBURG|WV|25405|7508|25405-7508|C011|54|003|BERKELEY|||971900|5||||304-267-6951|304-263-1569|596201|VENDING MACHINES|||||||||45421005|VENDING MACHINE OPERATORS|A|1-4|00002|A|LESS THAN $500,000|000000283|||9|1984|B|80 TO 84|081|||B||||C|22|04|2010|00|00|0000|2D|992|29|03|2015|29|03|2010|PA||UNKNOWN|A1|ORIGINAL|2010032904312|D|2010032904312|BETSON PITTSBURGH DISTRIBUTING CO INC|2707 W CARSON ST|PITTSBURGH|PA|15204|1937|L|
003356342|JAMES K HUTZLER JR|1|OWNER|HUTZLER MUSIC INC|1774 WINCHESTER AVE|MARTINSBURG|WV|25405|7508|25405-7508|C011|54|003|BERKELEY|||971900|5||||304-267-6951|304-263-1569|596201|VENDING MACHINES|||||||||45421005|VENDING MACHINE OPERATORS|A|1-4|00002|A|LESS THAN $500,000|000000283|||9|1984|B|80 TO 84|081|||B||EM|EQUIPMENT - MACHINERY|C|12|07|2010|12|07|2010|2D|992|00|00|0000|30|07|2009|WV||UNKNOWN|A1|ORIGINAL|200938180603|D|200938180603|FIRESTONE FINANCIAL CORP|27 CHRISTINA ST|NEWTON HIGHLANDS|MA|02461|1955|T|
003356342|JAMES K HUTZLER JR|1|OWNER|HUTZLER MUSIC INC|1774 WINCHESTER AVE|MARTINSBURG|WV|25405|7508|25405-7508|C011|54|003|BERKELEY|||971900|5||||304-267-6951|304-263-1569|596201|VENDING MACHINES|||||||||45421005|VENDING MACHINE OPERATORS|A|1-4|00002|A|LESS THAN $500,000|000000283|||9|1984|B|80 TO 84|081|||B||OT|OTHER|C|12|07|2010|12|07|2010|2D|992|00|00|0000|26|01|2009|WV||UNKNOWN|A1|ORIGINAL|200900320064|D|200900320064|FIRESTONE FINANCIAL CORP|27 CHRISTINA ST|NEWTON HIGHLANDS|MA|02461|1955|T|
003356342|JAMES K HUTZLER JR|1|OWNER|HUTZLER MUSIC INC|1774 WINCHESTER AVE|MARTINSBURG|WV|25405|7508|25405-7508|C011|54|003|BERKELEY|||971900|5||||304-267-6951|304-263-1569|596201|VENDING MACHINES|||||||||45421005|VENDING MACHINE OPERATORS|A|1-4|00002|A|LESS THAN $500,000|000000283|||9|1984|B|80 TO 84|081|||B||UN|UNSPECIFIED|C|07|07|2011|07|07|2011|2D|992|00|00|0000|21|03|2011|WV||UNKNOWN|A1|ORIGINAL|201138402647|D|201138402647|CENTRA BANK INC|450 FOXCROFT AVE|MARTINSBURG|WV|25401|5316|L|
420386556||B||EXPRESS LUBE MORGANTOWN|1350 SARATOGA AVE|MORGANTOWN|WV|26505|3166|26505-3166|C024|54|061|MONONGALIA|||010400|4||||304-598-0757||754903|AUTOMOBILE LUBRICATION SERVICE|||||||||81119101|AUTOMOTIVE OIL CHANGE & LUBRICATION SHOPS|A|1-4|00004|A|LESS THAN $500,000|000000305|||9|2012|C|70 TO 74|073|||A||OT|OTHER|C|14|08|2013|14|08|2013|1C|501|00|00|0000|01|03|2013|WV||UNKNOWN|A1|ORIGINAL|201338671106|D|201338671106|GCP|450 NE 103RD ST|MIAMI SHORES|FL|33138|0000|T|
420386556||B||EXPRESS LUBE MORGANTOWN|1350 SARATOGA AVE|MORGANTOWN|WV|26505|3166|26505-3166|C024|54|061|MONONGALIA|||010400|4||||304-598-0757||754903|AUTOMOBILE LUBRICATION SERVICE|||||||||81119101|AUTOMOTIVE OIL CHANGE & LUBRICATION SHOPS|A|1-4|00004|A|LESS THAN $500,000|000000305|||9|2012|C|70 TO 74|073|||A||OT|OTHER|C|04|10|2012|04|10|2012|1C|501|00|00|0000|27|06|2012|WV||UNKNOWN|A1|ORIGINAL|201238585786|D|201238585786|MERCHANT CASH & CAPITAL LLC||||00000|0000|T|
566695052|MIGUEL BEJOS|1|OWNER|EMERALD GREEN INC|PO BOX 933|ELON COLLEGE|NC|27244|0933|27244-0933|B008|37|081|GUILFORD|||015200|2||||336-446-0228|336-446-0112|078206|LAWN & GROUNDS MAINTENANCE|||||||||56173011|LANDSCAPING SERVICES|B|5-9|00007|B|$500,000-1 MILLION|000000668|||9|2003|B|80 TO 84|080|||A|EMERALDGREENINC.COM|||C|05|11|2012|05|11|2012|2D|991|00|00|0000|27|09|2012|NC||UNKNOWN|A1|ORIGINAL|20120090629B|D|20120090629B|CORP SERVICE CO|PO BOX 2576|SPRINGFIELD|IL|62708|2576|T|
566695052|MIGUEL BEJOS|1|OWNER|EMERALD GREEN INC|PO BOX 933|ELON COLLEGE|NC|27244|0933|27244-0933|B008|37|081|GUILFORD|||015200|2||||336-446-0228|336-446-0112|078206|LAWN & GROUNDS MAINTENANCE|||||||||56173011|LANDSCAPING SERVICES|B|5-9|00007|B|$500,000-1 MILLION|000000668|||9|2003|B|80 TO 84|080|||A|EMERALDGREENINC.COM|||C|09|03|2010|00|00|0000|1C|330|25|02|2015|25|02|2010|NC||UNKNOWN|A1|ORIGINAL|20100014888C|D|20100014888C|FIDELITY BANK|2517 S CHURCH ST|BURLINGTON|NC|27215|5203|T|
403167822|SHELIA SWIGER|1|OWNER|RUSSELL'S STEAKHOUSE|378 S CHURTON ST|HILLSBOROUGH|NC|27278|2509|27278-2509|C001|37|135|ORANGE|||011000|5||||919-241-4902||581208|RESTAURANTS|||||||||72251117|FULL-SERVICE RESTAURANTS|C|10-19|00015|B|$500,000-1 MILLION|000000705|||9|2010|B|80 TO 84|084|||B|RUSSELLSTEAKHOUSE.COM|||C|10|09|2012|10|09|2012|1C|783|00|00|0000|20|07|2012|NC||UNKNOWN|A1|ORIGINAL|20120068515A|D|20120068515A|RHINO SERVICES|245 TOWNPARK DR NW STE 400|KENNESAW|GA|30144|3701|T|
403167822|SHELIA SWIGER|1|OWNER|RUSSELL'S STEAKHOUSE|378 S CHURTON ST|HILLSBOROUGH|NC|27278|2509|27278-2509|C001|37|135|ORANGE|||011000|5||||919-241-4902||581208|RESTAURANTS|||||||||72251117|FULL-SERVICE RESTAURANTS|C|10-19|00015|B|$500,000-1 MILLION|000000705|||9|2010|B|80 TO 84|084|||B|RUSSELLSTEAKHOUSE.COM|||C|06|02|2013|06|02|2013|1C|783|00|00|0000|18|12|2012|NC||UNKNOWN|A1|ORIGINAL|20120115751G|D|20120115751G|GRP FUNDING LLC|1350 MAIN ST FL 4|SPRINGFIELD|MA|01103|1664|T|
240499806|SUSAN WILLIS|_|SITE MANAGER|BRIXX WOOD FIRED PIZZA|1424 WESTOVER TER # 100|GREENSBORO|NC|27408|2010|27408-2010|C021|37|081|GUILFORD|||012508|4||||336-235-2749|336-235-2430|581222|PIZZA|581208|RESTAURANTS|||||||72251115|FULL-SERVICE RESTAURANTS|D|20-49|00030|C|$1-2.5 MILLION|000001411||403978624|2|2006|A+|95 TO 100|096|||B||||C|14|03|2007|00|00|0000|1C|277|12|05|2008|12|05|2003|NC||UNKNOWN|A1|ORIGINAL|20030048207H|D|20030048207H|THIRD NATIONAL BANK OF SEDALIA|PO BOX 351|SEDALIA|MO|65302|0351|L|
240499806|SUSAN WILLIS|_|SITE MANAGER|BRIXX WOOD FIRED PIZZA|1424 WESTOVER TER # 100|GREENSBORO|NC|27408|2010|27408-2010|C021|37|081|GUILFORD|||012508|4||||336-235-2749|336-235-2430|581222|PIZZA|581208|RESTAURANTS|||||||72251115|FULL-SERVICE RESTAURANTS|D|20-49|00030|C|$1-2.5 MILLION|000001411||403978624|2|2006|A+|95 TO 100|096|||B||||C|21|03|2007|00|00|0000|1C|277|00|00|0000|28|07|2003|NC||UNKNOWN|B1|AMENDMENT|20030048207H|D|20030075805A|MIRESCO INVESTMENT|8648 GLENMONT DR STE 130|HOUSTON|TX|77036|1930|L|
423504457||B||CORNER TAVERN & GRILL|2016 CREEKSIDE LANDING DR|APEX|NC|27502|3982|27502-3982|R039|37|183|WAKE|||053415|1||||919-303-9415||581208|RESTAURANTS|581301|BARS|||||||72251117|FULL-SERVICE RESTAURANTS|B|5-9|00006|A|LESS THAN $500,000|000000282|||9|2012|C+|75 TO 79|075|||A||||C|24|11|2008|00|00|0000|1C|138|31|10|2013|31|10|2008|NC||UNKNOWN|A1|ORIGINAL|20080097324G|D|20080097324G|ON DECK CAPITAL INC|1556 3RD AVE STE 408|NEW YORK|NY|10128|3100|L|
423504457||B||CORNER TAVERN & GRILL|2016 CREEKSIDE LANDING DR|APEX|NC|27502|3982|27502-3982|R039|37|183|WAKE|||053415|1||||919-303-9415||581208|RESTAURANTS|581301|BARS|||||||72251117|FULL-SERVICE RESTAURANTS|B|5-9|00006|A|LESS THAN $500,000|000000282|||9|2012|C+|75 TO 79|075|||A||||C|14|03|2007|00|00|0000|1C|138|12|02|2012|12|02|2007|NC||UNKNOWN|A1|ORIGINAL|20070014869J|D|20070014869J|ROAD MACHINERY LLC|716 S 7TH ST|PHOENIX|AZ|85034|3228|L|
423504457||B||CORNER TAVERN & GRILL|2016 CREEKSIDE LANDING DR|APEX|NC|27502|3982|27502-3982|R039|37|183|WAKE|||053415|1||||919-303-9415||581208|RESTAURANTS|581301|BARS|||||||72251117|FULL-SERVICE RESTAURANTS|B|5-9|00006|A|LESS THAN $500,000|000000282|||9|2012|C+|75 TO 79|075|||A||||C|05|09|2007|00|00|0000|1C|138|00|00|0000|27|06|2007|NC||UNKNOWN|B1|AMENDMENT|20070014869J|D|20070062337A|L & A DEVELOPMENT LLC|11324 ARCADE DR STE 22|LITTLE ROCK|AR|72212|4078|L|
423504457||B||CORNER TAVERN & GRILL|2016 CREEKSIDE LANDING DR|APEX|NC|27502|3982|27502-3982|R039|37|183|WAKE|||053415|1||||919-303-9415||581208|RESTAURANTS|581301|BARS|||||||72251117|FULL-SERVICE RESTAURANTS|B|5-9|00006|A|LESS THAN $500,000|000000282|||9|2012|C+|75 TO 79|075|||A||||C|14|03|2007|00|00|0000|2D|138|22|02|2012|22|02|2007|NC||UNKNOWN|A1|ORIGINAL|20070018754F|D|20070018754F|FCS FINANCIAL PCA|1934 E MILLER ST|JEFFERSON CITY|MO|65101|3881|L|
489720466|CYNTHIA MC MURRIAN|3|MANAGER|SPECIALIZED CONTRACT SVC|1142 EXECUTIVE CIR # E|CARY|NC|27511|4570|27511-4570|C023|37|183|WAKE|||053506|3||||919-460-6580||152103|GENERAL CONTRACTORS|874803|MOTEL & HOTEL CONSULTANTS|999966|FEDERAL GOVERNMENT CONTRACTORS|||||23611505|NEW SINGLE-FAMILY HSNG CONSTR (EXC FOR-SALE BLDRS)|B|5-9|00005|C|$1-2.5 MILLION|000002366|||9|1999|B|80 TO 84|080|||B||||C|11|11|2011|11|11|2011|1C|774|00|00|0000|18|07|2011|NC||UNKNOWN|A1|ORIGINAL|20110062073C|D|20110062073C|VCE ENTERPRISES|PO BOX 83|ROCKLAND|MA|02370|0083|T|
489720466|CYNTHIA MC MURRIAN|3|MANAGER|SPECIALIZED CONTRACT SVC|1142 EXECUTIVE CIR # E|CARY|NC|27511|4570|27511-4570|C023|37|183|WAKE|||053506|3||||919-460-6580||152103|GENERAL CONTRACTORS|874803|MOTEL & HOTEL CONSULTANTS|999966|FEDERAL GOVERNMENT CONTRACTORS|||||23611505|NEW SINGLE-FAMILY HSNG CONSTR (EXC FOR-SALE BLDRS)|B|5-9|00005|C|$1-2.5 MILLION|000002366|||9|1999|B|80 TO 84|080|||B||OT|OTHER|C|12|07|2010|12|07|2010|1C|774|00|00|0000|04|09|2003|TN||UNKNOWN|A1|ORIGINAL|103039598|D|103039598|FLOWERS BAKING OF NASHVILLE|720 COOL SPRINGS BLVD STE 630|FRANKLIN|TN|37067|7255|T|
489720466|CYNTHIA MC MURRIAN|3|MANAGER|SPECIALIZED CONTRACT SVC|1142 EXECUTIVE CIR # E|CARY|NC|27511|4570|27511-4570|C023|37|183|WAKE|||053506|3||||919-460-6580||152103|GENERAL CONTRACTORS|874803|MOTEL & HOTEL CONSULTANTS|999966|FEDERAL GOVERNMENT CONTRACTORS|||||23611505|NEW SINGLE-FAMILY HSNG CONSTR (EXC FOR-SALE BLDRS)|B|5-9|00005|C|$1-2.5 MILLION|000002366|||9|1999|B|80 TO 84|080|||B||||C|12|03|2013|12|03|2013|2D|990|00|00|0000|09|01|2013|NC||UNKNOWN|A1|ORIGINAL|20130002988E|D|20130002988E|PROSPECT HEIGHTS FUNDING|211 BULIFANTS BLVD STE E|WILLIAMSBURG|VA|23188|5741|T|
404646016|ROB DEAKIN|C|CEO|ICON MEDIA HOLDINGS INC|6001 CHAPEL HILL RD # 110|RALEIGH|NC|27607|5149|27607-5149|C018|37|183|WAKE|||052401|1||||919-237-5700||596104|E-COMMERCE|671201|HOLDING COMPANIES (BANK)|671901|HOLDING COMPANIES (NON-BANK)|||||45411101|ELECTRONIC SHOPPING|B|5-9|00006|||||404646016|1|2011|B|80 TO 84|083|||B|ICONMEDIAHOLDINGS.COM|||C|14|08|2013|14|08|2013|1C|351|00|00|0000|13|06|2013|NC||UNKNOWN|A1|ORIGINAL|20130057428C|D|20130057428C|SEEKER CORP|118 GLENMORE RD|CARY|NC|27519|6151|T|
404646016|ROB DEAKIN|C|CEO|ICON MEDIA HOLDINGS INC|6001 CHAPEL HILL RD # 110|RALEIGH|NC|27607|5149|27607-5149|C018|37|183|WAKE|||052401|1||||919-237-5700||596104|E-COMMERCE|671201|HOLDING COMPANIES (BANK)|671901|HOLDING COMPANIES (NON-BANK)|||||45411101|ELECTRONIC SHOPPING|B|5-9|00006|||||404646016|1|2011|B|80 TO 84|083|||B|ICONMEDIAHOLDINGS.COM|||C|14|08|2013|14|08|2013|1C|351|00|00|0000|26|06|2013|NC||UNKNOWN|A1|ORIGINAL|20130061965E|D|20130061965E|SPOT FUNDING LLC|1733 SHEEPSHEAD BAY RD STE 26|BROOKLYN|NY|11235|3744|T|
404646016|ROB DEAKIN|C|CEO|ICON MEDIA HOLDINGS INC|6001 CHAPEL HILL RD # 110|RALEIGH|NC|27607|5149|27607-5149|C018|37|183|WAKE|||052401|1||||919-237-5700||596104|E-COMMERCE|671201|HOLDING COMPANIES (BANK)|671901|HOLDING COMPANIES (NON-BANK)|||||45411101|ELECTRONIC SHOPPING|B|5-9|00006|||||404646016|1|2011|B|80 TO 84|083|||B|ICONMEDIAHOLDINGS.COM|||C|06|06|2013|06|06|2013|1C|351|00|00|0000|23|04|2013|NC||UNKNOWN|A1|ORIGINAL|20130038700F|D|20130038700F|APZB INDUSTRIES|300 LEDGEWOOD PL STE 301|ROCKLAND|MA|02370|1098|T|
218007573|GEORGE L HILL|1|OWNER|SOUTHPOINT PODIATRY|6216 FAYETTEVILLE RD # 103|DURHAM|NC|27713|6287|27713-6287|R031|37|063|DURHAM|||002023|2||||919-544-3636|919-544-3690|804301|PODIATRISTS|||||||||62139103|OFFICES OF PODIATRISTS|A|1-4|00003|A|LESS THAN $500,000|000000331|||9|2011|P|PROFESSIONAL INDIVIDUAL|076|||A|SPPODIATRY.COM|||C|18|09|2007|00|00|0000|1C|287|00|00|0000|24|08|2007|NC||UNKNOWN|B1|AMENDMENT|20040012842E|D|20070081616B|COMMERICAL CREDIT COUNSELING SVC INC|95 N STATE RT 17 STE 310|PARAMUS|NJ|07652|2626|T|
